text,text_en,cmp_code,eu_code,party,domain
das Recht auf Internetzugang auf 100 Mbit/s Downloadgeschwindigkeit erhöhen,increase the right to Internet access to 100 Mbit/s download speed,411,,Die Linke,Economy
"und die Preise so deckeln, dass sich alle den Zugang dazu leisten können.",and cap prices so that everyone can afford access.,412,,Die Linke,Economy
"Es macht keinen Sinn, dass jeder Anbieter ein eigenes Mobilfunk- und Glasfasernetz aufbaut.",It makes no sense for every provider to build its own mobile and fiber optic network.,403,,Die Linke,Economy
"Ein einziges Netz, über das alle ihre Dienstleistungen anbieten können, spart Baukosten, Material und Umweltbelastung","A single network over which everyone can offer their services saves on construction costs, materials and environmental impact",416.2,,Die Linke,Non-coded
und ermöglicht ein schnelles flächendeckendes Netz überall.,and enables a fast nationwide network everywhere.,411,,Die Linke,Economy
Die Kosten für den Netzzugang und die erforderlichen Geräte müssen bei der Grundsicherung und anderen Sozialleistungen berücksichtigt werden.,The costs of network access and the necessary equipment must be taken into account in basic security and other social benefits.,504,,Die Linke,Welfare & Quality
"Öffentliche Stellen müssen Geräte und fachkundiges Personal bereitstellen, um vor Ort beim Ausfüllen von Onlineanträgen zu helfen.",Public authorities must provide equipment and expert staff to help people complete online applications on site.,303,,Die Linke,Political System
"Für uns gilt der Grundsatz: Was mit Steuergeldern bezahlt wurde, muss allen zugutekommen.","For us, the principle applies that what has been paid for with taxpayers' money must benefit everyone.",503,,Die Linke,Welfare & Quality
Mit öffentlichem Geld müssen öffentliche Güter entstehen.,Public money must be used to create public goods.,503,,Die Linke,Welfare & Quality
Wir wollen viel mehr Open-Source-Software – das macht uns unabhängiger von digitalen Monopolen und ihren hohen Lizenzgebühren.,We want much more open source software - that makes us less dependent on digital monopolies and their high license fees.,403,,Die Linke,Economy
"Software, die öffentliche Verwaltungen einkaufen oder entwickeln lassen, darf nur noch in Ausnahmefällen proprietär sein.",Software that public administrations purchase or have developed may only be proprietary in exceptional cases.,303,,Die Linke,Political System
Einmal entwickelte Programme können in anderen Verwaltungen und Kommunen ohne größere Zusatzkosten genutzt werden.,"Once developed, programs can be used in other administrations and municipalities without major additional costs.",303,,Die Linke,Political System
Wir werden ein Recht auf Open Data schaffen und ein Transparenzgesetz: Bei öffentlichen Dienstleistungen und Verwaltungen anfallende Daten müssen anonymisiert kostenfrei zur Verfügung gestellt werden.,We will create a right to open data and a transparency law: data generated by public services and administrations must be made available anonymously and free of charge.,202.1,,Die Linke,Non-coded
Das gilt gleichermaßen für alle privaten Anbieter öffentlicher Leistungen.,This applies equally to all private providers of public services.,403,,Die Linke,Economy
Auch die Ergebnisse öffentlich geförderter Forschung müssen kostenfrei öffentlich zugänglich sein (Open Access).,The results of publicly funded research must also be publicly accessible free of charge (open access).,202.1,,Die Linke,Non-coded
Zum Gemeinwohl gehören hohe IT-Sicherheitsstandards und Schutz vor digitaler Massenüberwachung durch Staat oder Konzerne.,The common good includes high IT security standards and protection against digital mass surveillance by the state or corporations.,201.1,,Die Linke,Non-coded
"Deshalb wollen wir die IT-Sicherheitsforschung entkriminalisieren, Sicherheitslücken ausnahmslos schließen und das Bundesamt für Sicherheit in der Informationstechnik unabhängiger machen.","That is why we want to decriminalize IT security research, close security loopholes without exception and make the Federal Office for Information Security more independent.",201.1,,Die Linke,Non-coded
Es muss auch Kommunen und kleine Unternehmen bei der IT-Sicherheit unterstützen.,It must also support local authorities and small companies with IT security.,605.1,,Die Linke,Non-coded
Den Einsatz von Staatstrojanern und Chat-Kontrollen lehnen wir ab.,We reject the use of state Trojans and chat controls.,201.1,,Die Linke,Non-coded
Sicherheitslücken dürfen nicht mehr absichtlich zu Überwachungszwecken offengehalten werden – sie können dann auch von Kriminellen genutzt werden.,Security loopholes must no longer be deliberately left open for surveillance purposes - they can then also be used by criminals.,201.1,,Die Linke,Non-coded
"Die Bundesnetzagentur braucht ausreichend Personal, um Verbraucherschutz und den Digital Services Act wirksam umzusetzen.",The Federal Network Agency needs sufficient staff to effectively implement consumer protection and the Digital Services Act.,403,,Die Linke,Economy
Der elektronische Personalausweis und die Gesundheitskarte müssen an eine physische Chipkarte gebunden bleiben.,The electronic ID card and the health card must remain linked to a physical chip card.,403,,Die Linke,Economy
Bei Ausweisvorgängen im Internet dürfen keine Daten gespeichert werden.,No data must be stored during ID card processes on the Internet.,201.1,,Die Linke,Non-coded
"Um Machtmissbrauch durch digitale Monopole zu verhindern, werden wir rechtliche Spielräume zur Zerschlagung der Monopole ausschöpfen, das Kartellrecht und seine Umsetzung stärken und personalisierte Onlinewerbung verbieten.","To prevent abuse of power by digital monopolies, we will exploit the legal scope to break up monopolies, strengthen antitrust law and its implementation and ban personalized online advertising.",403,,Die Linke,Economy
Die Vorstellung von Daten als verkäuflichem Eigentum lehnen wir ab.,We reject the idea of data as property for sale.,403,,Die Linke,Economy
Öffentliche und genossenschaftliche Plattformen für gemeinnützige Dienstleistungen und wirklich soziale Netzwerke fördern wir als Alternative zu den profitorientierten Plattformen der Konzerngiganten.,We promote public and cooperative platforms for non-profit services and truly social networks as an alternative to the profit-oriented platforms of corporate giants.,403,,Die Linke,Economy
Die EU-Gesetze über Künstliche Intelligenz (AI Act) und über digitale Dienste (Digital Services Act) müssen zügig in nationales Recht überführt und perspektivisch weiterentwickelt werden.,The EU laws on artificial intelligence (AI Act) and on digital services (Digital Services Act) must be swiftly transposed into national law and developed further with a view to the future.,403,,Die Linke,Economy
"Wir brauchen klare rechtliche Vorgaben, um den Energie- und Ressourcenverbrauch der Digitalisierung zu senken.",We need clear legal requirements to reduce the energy and resource consumption of digitalization.,416.2,,Die Linke,Non-coded
"Garantiepflichten und Mindestupdatepflichten müssen deutlich verlängert werden,","Warranty obligations and minimum update obligations must be significantly extended,",403,,Die Linke,Economy
"Softwareprogrammierung und Geräteeinstellung von Anfang an energiesparend sein,",software programming and device settings must be energy-saving from the outset and,416.2,,Die Linke,Non-coded
die Vorgaben für Rechenzentren verschärft werden.,the requirements for data centers must be tightened.,403,,Die Linke,Economy
"Der Staat muss seinen Einfluss als großer Abnehmer nutzen, um soziale und ökologische Standards in den Lieferketten durchzusetzen.",The state must use its influence as a major customer to enforce social and ecological standards in supply chains.,416.2,,Die Linke,Non-coded
Einen Digitalzwang lehnen wir ab.,We reject a digital constraint.,201.1,,Die Linke,Non-coded
"Die Bundesregierung muss Forschung zu sozialen und ökologischen Auswirkungen digitaler Technologien stärker fördern, damit wir informiert und demokratisch darüber entscheiden können, welche Technologien uns als Gesellschaft voranbringen und welche nicht hilfreich sind.",The German government must do more to promote research into the social and environmental impact of digital technologies so that we can make informed and democratic decisions about which technologies will help us as a society and which will not.,416.2,,Die Linke,Non-coded
"Wir wollen eine gerechte Verteilung des Wohlstands und der Gewinne aus Automatisierung, KI und Robotik sicherstellen, um die Möglichkeiten dieser Technologien zum Wohl der Menschen zu nutzen.","We want to ensure a fair distribution of wealth and profits from automation, AI and robotics in order to use the opportunities offered by these technologies for the benefit of people.",503,,Die Linke,Welfare & Quality
Unsere Koalitionspartner: Das seid ihr,Our coalition partners: this is you,H,,Die Linke,Non-coded
Dieses Wahlprogramm ist das Angebot der Partei Die Linke.,This election program is the offer of the Left Party.,305.1,,Die Linke,Non-coded
"Wir wissen, dass Millionen Menschen unsere Ziele und unsere Vision einer gerechteren Gesellschaft teilen.",We know that millions of people share our goals and our vision of a fairer society.,503,,Die Linke,Welfare & Quality
Diese Menschen im ganzen Land sind unsere Koalitionspartner*innen.,These people across the country are our coalition partners.,503,,Die Linke,Welfare & Quality
"Wir setzen uns für eine solidarische Gesellschaft ein, gemeinsam mit all denen, die mit der herrschenden Politik unzufrieden sind oder unter ihr leiden, die aber nicht auf Hass, Individualisierung und Ausgrenzung setzen.","We are committed to a society based on solidarity, together with all those who are dissatisfied with or suffer from the prevailing policies, but who do not rely on hatred, individualization and exclusion.",606.1,,Die Linke,Non-coded
"Wir bieten eine solidarische Alternative, die mit der Wahl zum Bundestag nicht aufhört.",We offer an alternative based on solidarity that does not end with the election to the Bundestag.,305.1,,Die Linke,Non-coded
"Wir stehen an der Seite der vielen oppositionellen Kräfte in der Gesellschaft gegen Lohnraub, Sozialabbau, soziale Ungerechtigkeit, Kriegsvorbereitungen, Rassismus und die Klimazerstörung.","We stand alongside the many opposition forces in society against wage theft, social cuts, social injustice, war preparations, racism and climate destruction.",606.1,,Die Linke,Non-coded
